;Invoice ID;Branch;City;Costumer type;Gender;Product line;Unit price;Quantity;Tax 5%;Total;Date;Time;Payment;cogs;gross margin percentage;gross income;Rating
321;622-20-1945;C;Florianopolis;Normal;Feminino;Alimentos e bebidas;646,88;8;32,34;5207,38;06/12/2023;15:08;dinheiro;5175,04;0,00;5175,04;6,7
322;372-94-8041;A;Porto Alegre;Normal;Masculino;Saúde e beleza;145,55;9;7,28;1317,23;03/18/2023;18:03;dinheiro;1309,95;0,00;1309,95;8,6
323;563-91-7120;A;Florianopolis;Normal;Feminino;Acessórios eletrônicos;22,22;9;1,11;201,09;04/19/2023;13:21;pix;199,98;0,00;199,98;5,9
324;746-54-5508;A;Curitiba;Membro;Feminino;Saúde e beleza;349,15;6;17,46;2112,36;08/21/2023;12:48;cartão de crédito;2094,90;0,00;2094,90;6,2
325;276-54-0879;B;Florianopolis;Normal;Masculino;Saúde e beleza;536,47;5;26,82;2709,17;02/09/2023;19:53;cartão de crédito;2682,35;0,00;2682,35;6,7
326;815-11-1168;A;Florianopolis;Normal;Masculino;Saúde e beleza;639,01;1;31,95;670,96;05/10/2023;19:09;pix;639,01;0,00;639,01;8,4
327;719-76-3868;C;Porto Alegre;Normal;Masculino;Alimentos e bebidas;526,31;5;26,32;2657,87;07/22/2023;16:30;dinheiro;2631,55;0,00;2631,55;6,5
328;730-61-8757;B;Florianopolis;Normal;Masculino;Acessórios eletrônicos;60,71;7;3,04;428,01;10/23/2023;10:11;cartão de crédito;424,97;0,00;424,97;6,3
329;340-66-0321;A;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;237,69;6;11,88;1438,02;02/07/2023;13:07;cartão de crédito;1426,14;0,00;1426,14;5,5
330;868-81-1752;B;Curitiba;Membro;Masculino;Casa e estilo de vida;188,29;9;9,41;1704,02;11/14/2023;18:48;cartão de crédito;1694,61;0,00;1694,61;9,4
331;634-97-8956;A;Florianopolis;Membro;Feminino;Saúde e beleza;199,11;1;9,96;209,07;06/13/2023;17:27;dinheiro;199,11;0,00;199,11;9,0
332;566-71-1091;A;Curitiba;Normal;Masculino;Alimentos e bebidas;71,15;6;3,56;430,46;07/08/2023;15:59;pix;426,90;0,00;426,90;5,4
333;442-48-3607;A;Florianopolis;Membro;Masculino;Acessórios eletrônicos;845,23;7;42,26;5958,87;09/10/2023;11:21;dinheiro;5916,61;0,00;5916,61;8,7
334;835-16-0096;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;558,69;1;27,93;586,62;08/13/2023;13:48;cartão de crédito;558,69;0,00;558,69;9,0
335;527-09-6272;A;Curitiba;Membro;Feminino;Esportes e viagens;658,76;5;32,94;3326,74;04/16/2023;10:17;dinheiro;3293,80;0,00;3293,80;5,8
336;898-04-2717;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;958,80;7;47,94;6759,54;11/14/2023;15:49;pix;6711,60;0,00;6711,60;7,0
337;692-27-8933;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;236,58;8;11,83;1904,47;07/05/2023;13:02;pix;1892,64;0,00;1892,64;8,8
338;633-09-3463;C;Florianopolis;Membro;Masculino;Saúde e beleza;48,12;7;2,41;339,25;07/12/2023;12:58;dinheiro;336,84;0,00;336,84;5,3
339;374-17-3652;B;Curitiba;Membro;Feminino;Saúde e beleza;795,39;2;39,77;1630,55;12/18/2023;15:26;pix;1590,78;0,00;1590,78;8,0
340;378-07-7001;B;Curitiba;Membro;Masculino;Casa e estilo de vida;728,97;9;36,45;6597,18;04/20/2023;18:23;dinheiro;6560,73;0,00;6560,73;9,0
341;433-75-6987;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;154,51;7;7,73;1089,30;05/05/2023;19:06;dinheiro;1081,57;0,00;1081,57;8,1
342;873-95-4984;B;Curitiba;Normal;Feminino;Casa e estilo de vida;986,33;5;49,32;4980,97;11/14/2023;20:21;cartão de crédito;4931,65;0,00;4931,65;7,9
343;416-13-5917;C;Porto Alegre;Normal;Feminino;Saúde e beleza;23,57;8;1,18;189,74;04/23/2023;16:24;pix;188,56;0,00;188,56;9,9
344;150-89-8043;A;Florianopolis;Normal;Masculino;Esportes e viagens;891,80;3;44,59;2719,99;02/07/2023;15:04;dinheiro;2675,40;0,00;2675,40;8,9
345;135-84-8019;A;Curitiba;Normal;Masculino;Alimentos e bebidas;744,44;1;37,22;781,66;07/05/2023;16:10;pix;744,44;0,00;744,44;9,4
346;441-94-7118;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;320,19;4;16,01;1296,77;07/24/2023;12:14;dinheiro;1280,76;0,00;1280,76;9,6
347;725-96-3778;C;Porto Alegre;Normal;Feminino;Acessórios eletrônicos;913,01;7;45,65;6436,72;09/14/2023;10:13;dinheiro;6391,07;0,00;6391,07;8,4
348;531-80-1784;A;Florianopolis;Normal;Masculino;Casa e estilo de vida;518,92;8;25,95;4177,31;12/30/2023;17:38;dinheiro;4151,36;0,00;4151,36;9,0
349;400-45-1220;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;554,54;2;27,73;1136,81;06/27/2023;11:06;pix;1109,08;0,00;1109,08;6,1
350;860-79-0874;C;Porto Alegre;Normal;Feminino;Saúde e beleza;355,96;7;17,80;2509,52;05/22/2023;14:53;cartão de crédito;2491,72;0,00;2491,72;7,9
351;834-61-8124;A;Curitiba;Normal;Masculino;Saúde e beleza;659,47;1;32,97;692,44;10/16/2023;18:22;dinheiro;659,47;0,00;659,47;8,0
352;115-99-4379;B;Florianopolis;Normal;Feminino;Saúde e beleza;486,79;10;24,34;4892,24;10/03/2023;19:02;dinheiro;4867,90;0,00;4867,90;5,1
353;565-67-6697;B;Curitiba;Normal;Feminino;Acessórios eletrônicos;103,94;1;5,20;109,14;12/25/2023;14:16;pix;103,94;0,00;103,94;6,4
354;320-49-6392;C;Porto Alegre;Normal;Feminino;Casa e estilo de vida;230,43;9;11,52;2085,39;09/20/2023;15:44;dinheiro;2073,87;0,00;2073,87;9,2
355;889-04-9723;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;370,91;5;18,55;1873,10;03/10/2023;12:20;dinheiro;1854,55;0,00;1854,55;8,5
356;632-90-0281;C;Curitiba;Normal;Feminino;Casa e estilo de vida;795,36;4;39,77;3221,21;12/29/2023;20:01;dinheiro;3181,44;0,00;3181,44;8,7
357;554-42-2417;C;Florianopolis;Membro;Feminino;Casa e estilo de vida;864,46;5;43,22;4365,52;01/07/2023;13:45;dinheiro;4322,30;0,00;4322,30;6,5
358;453-63-6187;B;Curitiba;Normal;Feminino;Acessórios eletrônicos;493,39;4;24,67;1998,23;10/13/2023;15:40;dinheiro;1973,56;0,00;1973,56;7,1
359;578-80-7669;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;413,02;8;20,65;3324,81;11/17/2023;16:58;cartão de crédito;3304,16;0,00;3304,16;7,5
360;612-36-5536;A;Curitiba;Membro;Feminino;Saúde e beleza;850,81;6;42,54;5147,40;01/22/2023;11:12;cartão de crédito;5104,86;0,00;5104,86;7,3
361;605-72-4132;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;453,81;3;22,69;1384,12;11/08/2023;15:12;dinheiro;1361,43;0,00;1361,43;8,4
362;471-41-2823;C;Florianopolis;Membro;Masculino;Casa e estilo de vida;607,07;5;30,35;3065,70;10/19/2023;20:37;dinheiro;3035,35;0,00;3035,35;8,0
363;462-67-9126;A;Porto Alegre;Normal;Feminino;Saúde e beleza;102,54;5;5,13;517,83;11/11/2023;17:44;cartão de crédito;512,70;0,00;512,70;8,2
364;272-27-9238;C;Porto Alegre;Membro;Masculino;Casa e estilo de vida;637,45;7;31,87;4494,02;08/11/2023;16:23;cartão de crédito;4462,15;0,00;4462,15;8,3
365;834-25-9262;C;Porto Alegre;Membro;Feminino;Alimentos e bebidas;503,74;7;25,19;3551,37;04/18/2023;12:12;pix;3526,18;0,00;3526,18;6,6
366;122-61-9553;C;Florianopolis;Normal;Masculino;Acessórios eletrônicos;39,57;2;1,98;81,12;10/30/2023;19:33;dinheiro;79,14;0,00;79,14;9,1
367;468-88-0009;A;Florianopolis;Normal;Feminino;Saúde e beleza;110,66;2;5,53;226,85;07/26/2023;10:29;dinheiro;221,32;0,00;221,32;7,3
368;613-59-9758;C;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;822,80;9;41,14;7446,34;11/27/2023;14:28;cartão de crédito;7405,20;0,00;7405,20;6,5
369;254-31-0042;A;Florianopolis;Membro;Feminino;Esportes e viagens;268,09;6;13,40;1621,94;02/14/2023;12:46;pix;1608,54;0,00;1608,54;9,1
370;201-86-2184;B;Curitiba;Normal;Feminino;Casa e estilo de vida;153,44;5;7,67;774,87;08/24/2023;19:40;cartão de crédito;767,20;0,00;767,20;6,1
371;261-12-8671;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;759,01;6;37,95;4592,01;08/21/2023;19:39;cartão de crédito;4554,06;0,00;4554,06;5,4
372;730-70-9830;C;Curitiba;Normal;Feminino;Saúde e beleza;409,62;9;20,48;3707,06;01/19/2023;17:54;dinheiro;3686,58;0,00;3686,58;6,2
373;382-25-8917;C;Curitiba;Membro;Feminino;Acessórios eletrônicos;419,55;7;20,98;2957,83;07/27/2023;12:25;cartão de crédito;2936,85;0,00;2936,85;6,8
374;422-29-8786;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;934,30;3;46,72;2849,62;02/18/2023;16:47;pix;2802,90;0,00;2802,90;9,4
375;667-23-5919;A;Porto Alegre;Normal;Feminino;Casa e estilo de vida;213,30;10;10,67;2143,67;08/20/2023;12:52;cartão de crédito;2133,00;0,00;2133,00;6,1
376;843-01-4703;B;Florianopolis;Normal;Masculino;Casa e estilo de vida;358,36;3;17,92;1093,00;12/26/2023;19:50;cartão de crédito;1075,08;0,00;1075,08;9,5
377;743-88-1662;C;Porto Alegre;Membro;Masculino;Esportes e viagens;894,07;9;44,70;8091,33;12/16/2023;18:17;dinheiro;8046,63;0,00;8046,63;9,8
378;595-86-2894;C;Porto Alegre;Membro;Feminino;Alimentos e bebidas;615,94;7;30,80;4342,38;10/29/2023;17:20;cartão de crédito;4311,58;0,00;4311,58;8,5
379;182-69-8360;B;Curitiba;Normal;Masculino;Saúde e beleza;915,71;7;45,79;6455,76;03/22/2023;13:32;cartão de crédito;6409,97;0,00;6409,97;7,7
380;289-15-7034;A;Porto Alegre;Membro;Feminino;Saúde e beleza;34,52;8;1,73;277,89;07/21/2023;10:37;cartão de crédito;276,16;0,00;276,16;5,5
381;462-78-5240;C;Porto Alegre;Membro;Masculino;Casa e estilo de vida;286,31;8;14,32;2304,80;09/15/2023;14:35;dinheiro;2290,48;0,00;2290,48;9,0
382;868-52-7573;B;Curitiba;Normal;Feminino;Saúde e beleza;419,86;8;20,99;3379,87;08/27/2023;12:09;pix;3358,88;0,00;3358,88;9,3
383;153-58-4872;C;Curitiba;Normal;Masculino;Acessórios eletrônicos;679,53;6;33,98;4111,16;08/17/2023;15:32;dinheiro;4077,18;0,00;4077,18;7,0
384;662-72-2873;A;Porto Alegre;Membro;Feminino;Saúde e beleza;837,93;8;41,90;6745,34;03/28/2023;13:58;cartão de crédito;6703,44;0,00;6703,44;9,9
385;525-88-7307;B;Curitiba;Normal;Masculino;Acessórios eletrônicos;571,56;8;28,58;4601,06;07/29/2023;13:19;cartão de crédito;4572,48;0,00;4572,48;9,3
386;689-16-9784;C;Florianopolis;Normal;Feminino;Alimentos e bebidas;83,14;7;4,16;586,14;05/23/2023;13:37;pix;581,98;0,00;581,98;8,8
387;725-56-0833;A;Curitiba;Membro;Feminino;Esportes e viagens;309,45;7;15,47;2181,62;02/22/2023;16:49;dinheiro;2166,15;0,00;2166,15;8,3
388;394-41-0748;C;Florianopolis;Normal;Masculino;Casa e estilo de vida;685,75;5;34,29;3463,04;10/11/2023;14:55;dinheiro;3428,75;0,00;3428,75;9,9
389;596-42-3999;B;Porto Alegre;Normal;Feminino;Esportes e viagens;681,85;9;34,09;6170,74;08/17/2023;14:04;pix;6136,65;0,00;6136,65;6,0
390;541-89-9860;C;Curitiba;Normal;Feminino;Casa e estilo de vida;344,55;3;17,23;1050,88;02/14/2023;12:31;cartão de crédito;1033,65;0,00;1033,65;9,2
391;173-82-9529;B;Florianopolis;Membro;Masculino;Acessórios eletrônicos;240,20;3;12,01;732,61;01/09/2023;14:51;dinheiro;720,60;0,00;720,60;6,0
392;563-36-9814;A;Florianopolis;Membro;Masculino;Acessórios eletrônicos;232,59;1;11,63;244,22;05/31/2023;18:27;cartão de crédito;232,59;0,00;232,59;9,6
393;308-47-4913;A;Porto Alegre;Membro;Feminino;Saúde e beleza;261,12;7;13,06;1840,90;04/11/2023;12:45;pix;1827,84;0,00;1827,84;5,9
394;885-17-6250;A;Florianopolis;Normal;Feminino;Esportes e viagens;19,71;10;0,99;198,09;12/26/2023;10:36;dinheiro;197,10;0,00;197,10;8,4
395;726-27-2396;A;Curitiba;Normal;Masculino;Saúde e beleza;682,02;9;34,10;6172,28;12/06/2023;20:36;cartão de crédito;6138,18;0,00;6138,18;6,9
396;316-01-3952;A;Curitiba;Membro;Masculino;Alimentos e bebidas;701,42;9;35,07;6347,85;11/01/2023;14:16;cartão de crédito;6312,78;0,00;6312,78;9,6
397;760-54-1821;B;Florianopolis;Membro;Masculino;Saúde e beleza;685,09;9;34,25;6200,06;12/27/2023;10:26;cartão de crédito;6165,81;0,00;6165,81;8,4
398;793-10-3222;B;Porto Alegre;Membro;Feminino;Acessórios eletrônicos;283,70;10;14,19;2851,19;06/16/2023;13:30;dinheiro;2837,00;0,00;2837,00;8,6
399;346-12-3257;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;799,18;2;39,96;1638,32;11/09/2023;16:28;cartão de crédito;1598,36;0,00;1598,36;9,5
400;110-05-6330;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;235,73;2;11,79;483,25;09/01/2023;20:18;cartão de crédito;471,46;0,00;471,46;6,5
401;651-61-0874;C;Florianopolis;Normal;Feminino;Saúde e beleza;363,37;8;18,17;2925,13;01/09/2023;20:04;cartão de crédito;2906,96;0,00;2906,96;5,4
402;236-86-3015;C;Florianopolis;Membro;Feminino;Saúde e beleza;882,89;5;44,14;4458,59;03/17/2023;13:38;cartão de crédito;4414,45;0,00;4414,45;5,8
403;831-64-0259;B;Curitiba;Normal;Masculino;Alimentos e bebidas;937,88;6;46,89;5674,17;10/09/2023;10:43;pix;5627,28;0,00;5627,28;8,3
404;587-03-7455;C;Florianopolis;Normal;Feminino;Alimentos e bebidas;338,66;9;16,93;3064,87;01/30/2023;17:30;cartão de crédito;3047,94;0,00;3047,94;9,9
405;882-40-4577;A;Porto Alegre;Membro;Masculino;Casa e estilo de vida;494,28;2;24,71;1013,27;05/27/2023;15:28;pix;988,56;0,00;988,56;9,2
406;732-67-5346;A;Curitiba;Membro;Feminino;Alimentos e bebidas;488,07;5;24,40;2464,75;09/19/2023;19:07;pix;2440,35;0,00;2440,35;7,2
407;725-32-9708;B;Curitiba;Normal;Masculino;Casa e estilo de vida;212,76;10;10,64;2138,24;07/16/2023;19:01;cartão de crédito;2127,60;0,00;2127,60;6,5
408;256-08-8343;A;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;481,27;9;24,06;4355,49;11/12/2023;19:48;dinheiro;4331,43;0,00;4331,43;7,3
409;372-26-1506;C;Porto Alegre;Normal;Feminino;Esportes e viagens;838,27;10;41,91;8424,61;02/08/2023;19:24;pix;8382,70;0,00;8382,70;8,5
410;244-08-0162;B;Porto Alegre;Membro;Feminino;Saúde e beleza;519,90;4;26,00;2105,60;02/21/2023;13:00;cartão de crédito;2079,60;0,00;2079,60;8,6
411;569-71-4390;B;Florianopolis;Normal;Feminino;Esportes e viagens;834,21;1;41,71;875,92;04/27/2023;14:29;pix;834,21;0,00;834,21;8,6
412;132-23-6451;A;Porto Alegre;Membro;Feminino;Esportes e viagens;14,24;9;0,71;128,87;04/03/2023;13:21;pix;128,16;0,00;128,16;5,1
413;696-90-2548;A;Porto Alegre;Normal;Masculino;Saúde e beleza;897,56;3;44,88;2737,56;06/30/2023;18:55;pix;2692,68;0,00;2692,68;8,0
414;472-15-9636;A;Florianopolis;Membro;Masculino;Saúde e beleza;598,84;3;29,94;1826,46;03/15/2023;19:36;dinheiro;1796,52;0,00;1796,52;8,1
415;268-03-6164;B;Florianopolis;Membro;Feminino;Acessórios eletrônicos;117,31;8;5,87;944,35;11/29/2023;16:28;dinheiro;938,48;0,00;938,48;5,7
416;750-57-9686;C;Porto Alegre;Normal;Feminino;Saúde e beleza;26,76;3;1,34;81,62;08/16/2023;13:48;cartão de crédito;80,28;0,00;80,28;7,2
417;186-09-3669;C;Curitiba;Membro;Masculino;Saúde e beleza;83,34;5;4,17;420,87;11/07/2023;10:57;dinheiro;416,70;0,00;416,70;5,7
418;848-07-1692;B;Porto Alegre;Membro;Feminino;Saúde e beleza;31,00;7;1,55;218,55;05/21/2023;17:13;dinheiro;217,00;0,00;217,00;9,2
419;745-71-3520;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;631,51;9;31,58;5715,17;03/23/2023;10:23;dinheiro;5683,59;0,00;5683,59;8,0
420;266-76-6436;C;Florianopolis;Membro;Feminino;Esportes e viagens;109,74;6;5,49;663,93;07/17/2023;13:57;cartão de crédito;658,44;0,00;658,44;5,3
421;740-22-2500;C;Curitiba;Membro;Masculino;Acessórios eletrônicos;412,74;1;20,64;433,38;02/05/2023;13:29;pix;412,74;0,00;412,74;5,6
422;271-88-8734;C;Florianopolis;Normal;Feminino;Saúde e beleza;766,18;3;38,31;2336,85;07/09/2023;13:00;cartão de crédito;2298,54;0,00;2298,54;5,7
423;301-81-8610;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;804,01;8;40,20;6472,28;10/10/2023;19:42;cartão de crédito;6432,08;0,00;6432,08;5,8
424;489-64-4354;C;Curitiba;Normal;Masculino;Saúde e beleza;919,53;10;45,98;9241,28;05/13/2023;15:36;pix;9195,30;0,00;9195,30;8,8
425;198-84-7132;B;Curitiba;Normal;Feminino;Saúde e beleza;846,42;7;42,32;5967,26;08/25/2023;13:40;dinheiro;5924,94;0,00;5924,94;8,4
426;269-10-8440;A;Porto Alegre;Normal;Masculino;Saúde e beleza;703,95;4;35,20;2851,00;09/13/2023;18:01;cartão de crédito;2815,80;0,00;2815,80;5,1
427;650-98-6268;B;Curitiba;Normal;Feminino;Saúde e beleza;263,31;7;13,17;1856,34;04/02/2023;13:53;cartão de crédito;1843,17;0,00;1843,17;7,2
428;741-73-3559;B;Curitiba;Membro;Feminino;Casa e estilo de vida;345,31;6;17,27;2089,13;08/26/2023;17:27;cartão de crédito;2071,86;0,00;2071,86;9,3
429;325-77-6186;A;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;940,90;4;47,05;3810,65;10/21/2023;10:53;pix;3763,60;0,00;3763,60;8,9
430;286-75-7818;B;Florianopolis;Normal;Feminino;Alimentos e bebidas;376,02;4;18,80;1522,88;01/11/2023;19:48;pix;1504,08;0,00;1504,08;5,8
431;574-57-9721;C;Curitiba;Normal;Feminino;Saúde e beleza;648,85;1;32,44;681,29;02/06/2023;16:53;cartão de crédito;648,85;0,00;648,85;8,8
432;459-50-7686;A;Florianopolis;Normal;Masculino;Alimentos e bebidas;697,53;4;34,88;2825,00;10/13/2023;19:14;cartão de crédito;2790,12;0,00;2790,12;7,6
433;616-87-0016;B;Porto Alegre;Normal;Masculino;Acessórios eletrônicos;26,15;9;1,31;236,66;04/16/2023;14:36;dinheiro;235,35;0,00;235,35;8,6
434;837-55-7229;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;565,18;3;28,26;1723,80;06/21/2023;18:19;dinheiro;1695,54;0,00;1695,54;8,6
435;751-69-0068;C;Porto Alegre;Normal;Masculino;Saúde e beleza;80,33;6;4,02;486,00;02/03/2023;19:09;cartão de crédito;481,98;0,00;481,98;5,7
436;257-73-1380;C;Porto Alegre;Normal;Masculino;Casa e estilo de vida;13,46;5;0,67;67,97;11/12/2023;16:51;cartão de crédito;67,30;0,00;67,30;5,1
437;345-08-4992;A;Porto Alegre;Membro;Masculino;Saúde e beleza;831,31;10;41,57;8354,67;04/29/2023;15:37;pix;8313,10;0,00;8313,10;6,3
438;549-96-4200;C;Curitiba;Normal;Masculino;Acessórios eletrônicos;136,84;7;6,84;964,72;06/04/2023;20:15;cartão de crédito;957,88;0,00;957,88;7,6
439;810-60-6344;C;Curitiba;Normal;Feminino;Casa e estilo de vida;917,89;10;45,89;9224,79;06/01/2023;14:38;pix;9178,90;0,00;9178,90;5,3
440;450-28-2866;C;Florianopolis;Normal;Feminino;Casa e estilo de vida;415,89;2;20,79;852,57;04/10/2023;19:25;dinheiro;831,78;0,00;831,78;5,1
441;394-30-3170;B;Porto Alegre;Normal;Feminino;Saúde e beleza;968,19;8;48,41;7793,93;09/14/2023;19:35;dinheiro;7745,52;0,00;7745,52;8,3
442;138-17-5109;A;Porto Alegre;Normal;Masculino;Alimentos e bebidas;78,35;4;3,92;317,32;10/14/2023;15:42;dinheiro;313,40;0,00;313,40;9,8
443;192-98-7397;C;Curitiba;Normal;Feminino;Saúde e beleza;790,95;8;39,55;6367,15;04/13/2023;14:11;dinheiro;6327,60;0,00;6327,60;6,2
444;301-11-9629;A;Curitiba;Normal;Masculino;Saúde e beleza;74,48;8;3,72;599,56;04/22/2023;10:43;pix;595,84;0,00;595,84;9,3
445;390-80-5128;B;Curitiba;Normal;Feminino;Alimentos e bebidas;615,98;6;30,80;3726,68;08/13/2023;17:58;dinheiro;3695,88;0,00;3695,88;5,3
446;235-46-8343;C;Curitiba;Membro;Feminino;Esportes e viagens;158,22;8;7,91;1273,67;07/22/2023;11:26;dinheiro;1265,76;0,00;1265,76;5,2
447;453-12-7053;C;Curitiba;Membro;Feminino;Saúde e beleza;373,35;4;18,67;1512,07;06/09/2023;17:38;dinheiro;1493,40;0,00;1493,40;6,3
448;296-11-7041;B;Porto Alegre;Normal;Feminino;Saúde e beleza;307,69;9;15,38;2784,59;11/24/2023;20:07;dinheiro;2769,21;0,00;2769,21;5,4
449;449-27-2918;B;Porto Alegre;Normal;Masculino;Casa e estilo de vida;511,78;9;25,59;4631,61;11/19/2023;11:02;pix;4606,02;0,00;4606,02;5,9
450;891-01-7034;B;Curitiba;Normal;Masculino;Alimentos e bebidas;59,97;2;3,00;122,94;02/18/2023;19:07;dinheiro;119,94;0,00;119,94;9,4
451;744-09-5786;B;Curitiba;Membro;Feminino;Acessórios eletrônicos;584,90;9;29,25;5293,35;12/24/2023;18:50;pix;5264,10;0,00;5264,10;6,4
452;727-17-0390;A;Florianopolis;Normal;Feminino;Saúde e beleza;397,23;8;19,86;3197,70;10/25/2023;12:43;dinheiro;3177,84;0,00;3177,84;9,3
453;568-88-3448;A;Curitiba;Normal;Feminino;Acessórios eletrônicos;959,02;5;47,95;4843,05;11/20/2023;15:09;pix;4795,10;0,00;4795,10;8,3
454;187-83-5490;A;Porto Alegre;Normal;Feminino;Saúde e beleza;198,71;2;9,94;407,36;06/30/2023;13:47;pix;397,42;0,00;397,42;5,8
455;767-54-1907;B;Porto Alegre;Normal;Feminino;Esportes e viagens;776,51;7;38,83;5474,40;05/01/2023;16:59;pix;5435,57;0,00;5435,57;6,2
456;710-46-4433;B;Florianopolis;Normal;Feminino;Acessórios eletrônicos;587,79;4;29,39;2380,55;08/30/2023;14:15;cartão de crédito;2351,16;0,00;2351,16;7,0
457;533-33-5337;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;536,48;1;26,82;563,30;07/28/2023;20:24;pix;536,48;0,00;536,48;8,3
458;325-90-8763;C;Florianopolis;Membro;Masculino;Saúde e beleza;742,74;2;37,14;1522,62;06/11/2023;13:58;cartão de crédito;1485,48;0,00;1485,48;7,2
459;729-46-7422;C;Curitiba;Membro;Feminino;Acessórios eletrônicos;510,69;1;25,53;536,22;12/13/2023;16:52;pix;510,69;0,00;510,69;9,8
460;639-76-1242;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;888,84;1;44,44;933,28;10/11/2023;15:19;cartão de crédito;888,84;0,00;888,84;5,6
461;234-03-4040;B;Porto Alegre;Membro;Masculino;Acessórios eletrônicos;342,96;5;17,15;1731,95;09/07/2023;12:25;cartão de crédito;1714,80;0,00;1714,80;8,6
462;326-71-2155;C;Curitiba;Normal;Feminino;Acessórios eletrônicos;124,44;7;6,22;877,30;03/23/2023;10:02;dinheiro;871,08;0,00;871,08;8,3
463;320-32-8842;C;Curitiba;Membro;Masculino;Saúde e beleza;77,19;2;3,86;158,24;07/27/2023;18:58;cartão de crédito;154,38;0,00;154,38;7,3
464;470-32-9057;A;Curitiba;Membro;Masculino;Acessórios eletrônicos;629,70;9;31,49;5698,79;11/14/2023;15:31;pix;5667,30;0,00;5667,30;9,5
465;878-30-2331;C;Curitiba;Membro;Feminino;Acessórios eletrônicos;937,42;7;46,87;6608,81;08/10/2023;11:22;dinheiro;6561,94;0,00;6561,94;7,8
466;440-59-5691;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;919,98;3;46,00;2805,94;09/20/2023;13:12;cartão de crédito;2759,94;0,00;2759,94;8,3
467;554-53-3790;B;Curitiba;Membro;Masculino;Acessórios eletrônicos;426,68;10;21,33;4288,13;10/17/2023;18:33;pix;4266,80;0,00;4266,80;9,1
468;746-19-0921;C;Florianopolis;Membro;Feminino;Acessórios eletrônicos;814,43;9;40,72;7370,59;08/31/2023;10:02;dinheiro;7329,87;0,00;7329,87;5,1
469;233-34-0817;C;Florianopolis;Normal;Feminino;Acessórios eletrônicos;97,38;7;4,87;686,53;08/14/2023;11:21;dinheiro;681,66;0,00;681,66;9,0
470;767-05-1286;C;Curitiba;Normal;Feminino;Esportes e viagens;174,39;2;8,72;357,50;12/31/2023;12:10;pix;348,78;0,00;348,78;6,6
471;340-21-9136;A;Florianopolis;Normal;Feminino;Acessórios eletrônicos;873,80;8;43,69;7034,09;05/04/2023;11:40;dinheiro;6990,40;0,00;6990,40;9,1
472;405-31-3305;A;Florianopolis;Normal;Masculino;Acessórios eletrônicos;132,09;3;6,60;402,87;01/10/2023;18:31;pix;396,27;0,00;396,27;9,0
473;731-59-7531;B;Florianopolis;Normal;Masculino;Casa e estilo de vida;225,73;9;11,29;2042,86;10/20/2023;17:58;dinheiro;2031,57;0,00;2031,57;8,8
474;676-39-6028;A;Curitiba;Membro;Masculino;Casa e estilo de vida;38,88;5;1,94;196,34;11/30/2023;17:04;pix;194,40;0,00;194,40;7,7
475;502-05-1910;A;Curitiba;Normal;Masculino;Casa e estilo de vida;296,14;1;14,81;310,95;08/02/2023;20:35;pix;296,14;0,00;296,14;6,9
476;485-30-8700;A;Porto Alegre;Normal;Feminino;Casa e estilo de vida;465,32;9;23,27;4211,15;07/12/2023;16:10;pix;4187,88;0,00;4187,88;7,0
477;598-47-9715;C;Florianopolis;Membro;Masculino;Acessórios eletrônicos;714,40;3;35,72;2178,92;05/18/2023;16:54;cartão de crédito;2143,20;0,00;2143,20;9,0
478;701-69-8742;B;Porto Alegre;Membro;Feminino;Esportes e viagens;320,16;9;16,01;2897,45;02/27/2023;10:11;dinheiro;2881,44;0,00;2881,44;7,6
479;575-67-1508;A;Florianopolis;Normal;Feminino;Saúde e beleza;488,94;7;24,45;3447,03;08/07/2023;11:26;pix;3422,58;0,00;3422,58;8,0
480;541-08-3113;C;Curitiba;Membro;Feminino;Saúde e beleza;233,52;9;11,68;2113,36;12/27/2023;20:29;dinheiro;2101,68;0,00;2101,68;7,9
481;246-11-3901;C;Curitiba;Membro;Feminino;Saúde e beleza;301,84;5;15,09;1524,29;04/28/2023;12:12;cartão de crédito;1509,20;0,00;1509,20;9,2
